Year,SampleID,SampleType,EventID ,SamplingLocation ,SamplingSite,SiteCode,EventDate,RecordedBy,DecimalLatitude,DecimalLongitude,VolumeFiltered (mL),FilterType,Brook Floater OccurrenceStatus,Brook Floater Ct_1,Brook Floater Ct_2,Brook Floater Ct_3,Brook Floater eDNA Concentration_1 (pg/L),Brook Floater eDNA Concentration_2 (pg/L),Brook Floater eDNA Concentration_3 (pg/L),Eastern Pearlshell OccurrenceStatus,Eastern Pearlshell Ct_1,Eastern Pearlshell Ct_2,Eastern Pearlshell Ct_3,Eastern Pearlshell eDN/A concentration_1 (pg/L),Eastern Pearlshell eDN/A concentration_2 (pg/L),Eastern Pearlshell eDN/A concentration_3 (pg/L),Yellow Lampmussel OccurrenceStatus,Yellow Lampmussel Ct_1,Yellow Lampmussel Ct_2,Yellow Lampmussel Ct_3,Yellow Lampmussel eDN/A concentration_1 (pg/L) ,Yellow Lampmussel eDN/A concentration_2 (pg/L) ,Yellow Lampmussel eDN/A concentration_3 (pg/L) 
2024,24F-1263,Sample,2024-24F-1263,Saint John River,Carleton Park,FI,9/4/2024,NBISC,45.961433,-66.62715,1300,1.2 µm Glass Fiber,Not Detected / Non détecté,No Ct,No Ct,No Ct,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not Detected / Non détecté,No Ct,No Ct,No Ct,0,0,0
2024,24F-1278,Sample,2024-24F-1278,Saint John River,Carleton Park,FI,9/4/2024,NBISC,45.961435,-66.627031,1500,1.2 µm Glass Fiber,Not Detected / Non détecté,No Ct,No Ct,No Ct,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not Detected / Non détecté,No Ct,No Ct,No Ct,0,0,0
2024,24F-1271,Sample,2024-24F-1271,Grand Lake,Meadow Lane public launch,GN,9/12/2024,NBISC,45.86522,-66.0766,1000,1.2 µm Glass Fiber,Not Detected / Non détecté,No Ct,No Ct,No Ct,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not Detected / Non détecté,No Ct,No Ct,No Ct,0,0,0
2024,24F-1282,Sample,2024-24F-1282,Grand Lake,Meadow Lane public launch,GN,9/12/2024,NBISC,45.86519,-66.07652,1000,1.2 µm Glass Fiber,Not Detected / Non détecté,No Ct,No Ct,No Ct,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not Detected / Non détecté,No Ct,No Ct,No Ct,0,0,0
2024,24F-1269,Sample,2024-24F-1269,Grand Lake,Meadow Lane public launch,GN,9/12/2024,NBISC,45.86514,-66.07647,900,1.2 µm Glass Fiber,Not Detected / Non détecté,No Ct,No Ct,No Ct,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not Detected / Non détecté,No Ct,No Ct,No Ct,0,0,0
2024,24F-0878,Sample,2024-24F-0878,Nashwaak River,Site 73,GO,9/20/2024,DFO Gulf,46.468134,-67.116279,1320,1.2 µm Glass Fiber,Not Detected / Non détecté,No Ct,No Ct,No Ct,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not Detected / Non détecté,No Ct,No Ct,No Ct,0,0,0
2024,24F-0879,Sample,2024-24F-0879,Nashwaak River,Site 73,GO,9/20/2024,DFO Gulf,46.468134,-67.116279,480,1.2 µm Glass Fiber,Not Detected / Non détecté,No Ct,No Ct,No Ct,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not Detected / Non détecté,No Ct,No Ct,No Ct,0,0,0
2024,24F-0880,Sample,2024-24F-0880,Nashwaak River,Site 73,GO,9/20/2024,DFO Gulf,46.468134,-67.116279,1230,1.2 µm Glass Fiber,Not Detected / Non détecté,No Ct,No Ct,No Ct,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not Detected / Non détecté,No Ct,No Ct,No Ct,0,0,0
2024,24F-0881,Sample,2024-24F-0881,Miramichi Lake,Site 66,CS,9/20/2024,DFO Gulf,46.450734,-66.959753,5000,1.2 µm Glass Fiber,Not Detected / Non détecté,No Ct,No Ct,No Ct,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not Detected / Non détecté,No Ct,No Ct,No Ct,0,0,0
2024,24F-0882,Sample,2024-24F-0882,Miramichi Lake,Site 66,CS,9/20/2024,DFO Gulf,46.450734,-66.959753,5000,1.2 µm Glass Fiber,Not Detected / Non détecté,No Ct,No Ct,No Ct,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not Detected / Non détecté,No Ct,No Ct,No Ct,0,0,0
2024,24F-0883,Sample,2024-24F-0883,Miramichi Lake,Site 66,CS,9/20/2024,DFO Gulf,46.450734,-66.959753,5000,1.2 µm Glass Fiber,Not Detected / Non détecté,No Ct,No Ct,No Ct,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not Detected / Non détecté,No Ct,No Ct,No Ct,0,0,0
2024,24F-0884,Field blank,2024-24F-0884,N/A,N/A,N/A,9/20/2024,DFO Gulf,,,1000,1.2 µm Glass Fiber,Not Detected / Non détecté,No Ct,No Ct,No Ct,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not Detected / Non détecté,No Ct,No Ct,No Ct,0,0,0
2024,24F-0885,Field blank,2024-24F-0885,N/A,N/A,N/A,9/20/2024,DFO Gulf,,,1000,1.2 µm Glass Fiber,Not Detected / Non détecté,No Ct,No Ct,No Ct,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not Detected / Non détecté,No Ct,No Ct,No Ct,0,0,0
2024,24F-1211,Sample,2024-24F-1211,First Lake,1er Lac,FA,8/12/2024,SARM,47.625413,-68.25568,1500,1.2 µm Glass Fiber,Not Detected / Non détecté,No Ct,No Ct,No Ct,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not Detected / Non détecté,No Ct,No Ct,No Ct,0,0,0
2024,24F-1146,Sample,2024-24F-1146,First Lake,1er Lac,FA,8/12/2024,SARM,47.625413,-68.25568,1500,1.2 µm Glass Fiber,Not Detected / Non détecté,No Ct,No Ct,No Ct,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not Detected / Non détecté,No Ct,No Ct,No Ct,0,0,0
2024,24F-1147,Sample,2024-24F-1147,First Lake,1er Lac,FA,8/12/2024,SARM,47.625413,-68.25568,1500,1.2 µm Glass Fiber,Not Detected / Non détecté,No Ct,No Ct,No Ct,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not Detected / Non détecté,No Ct,No Ct,No Ct,0,0,0
2024,24F-1155,Sample,2024-24F-1155,Third Lake,3e Lac,EZ,8/12/2024,SARM,47.778598,-68.378358,1500,1.2 µm Glass Fiber,Not Detected / Non détecté,No Ct,No Ct,No Ct,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not Detected / Non détecté,No Ct,No Ct,No Ct,0,0,0
2024,24F-1121,Sample,2024-24F-1121,Third Lake,3e Lac,EZ,8/12/2024,SARM,47.778598,-68.378358,1500,1.2 µm Glass Fiber,Not Detected / Non détecté,No Ct,No Ct,No Ct,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not Detected / Non détecté,No Ct,No Ct,No Ct,0,0,0
2024,24F-1129,Sample,2024-24F-1129,Third Lake,3e Lac,EZ,8/12/2024,SARM,47.778598,-68.378358,1500,1.2 µm Glass Fiber,Not Detected / Non détecté,No Ct,No Ct,No Ct,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not Detected / Non détecté,No Ct,No Ct,No Ct,0,0,0
2024,24F-1138,Sample,2024-24F-1138,Glazier Lake,Lac Glazier,FD,8/13/2024,SARM,47.22422,-68.983427,1500,1.2 µm Glass Fiber,Not Detected / Non détecté,No Ct,No Ct,No Ct,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not Detected / Non détecté,No Ct,No Ct,No Ct,0,0,0
2024,24F-1220,Sample,2024-24F-1220,Glazier Lake,Lac Glazier,FD,8/13/2024,SARM,47.22422,-68.983427,1500,1.2 µm Glass Fiber,Not Detected / Non détecté,No Ct,No Ct,No Ct,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not Detected / Non détecté,No Ct,No Ct,No Ct,0,0,0
2024,24F-1148,Sample,2024-24F-1148,Glazier Lake,Lac Glazier,FD,8/13/2024,SARM,47.22422,-68.983427,1500,1.2 µm Glass Fiber,Not Detected / Non détecté,No Ct,No Ct,No Ct,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not Detected / Non détecté,No Ct,No Ct,No Ct,0,0,0
2024,24F-1140,Sample,2024-24F-1140,Lac Unique,Lac Unique,FE,8/13/2024,SARM,47.339378,-68.744803,1500,1.2 µm Glass Fiber,Not Detected / Non détecté,No Ct,No Ct,No Ct,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not Detected / Non détecté,No Ct,No Ct,No Ct,0,0,0
2024,24F-1141,Sample,2024-24F-1141,Lac Unique,Lac Unique,FE,8/13/2024,SARM,47.339378,-68.744803,1500,1.2 µm Glass Fiber,Not Detected / Non détecté,No Ct,No Ct,No Ct,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not Detected / Non détecté,No Ct,No Ct,No Ct,0,0,0
2024,24F-1152,Sample,2024-24F-1152,Lac Unique,Lac Unique,FE,8/13/2024,SARM,47.339378,-68.744803,1500,1.2 µm Glass Fiber,Not Detected / Non détecté,No Ct,No Ct,No Ct,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not Detected / Non détecté,No Ct,No Ct,No Ct,0,0,0
2024,24F-1154,Sample,2024-24F-1154,Lac Baker,"Lac Baker, Plage église",GP,8/13/2024,SARM,47.337982,-68.639723,1100,1.2 µm Glass Fiber,Not Detected / Non détecté,No Ct,No Ct,No Ct,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not Detected / Non détecté,No Ct,No Ct,No Ct,0,0,0
2024,24F-1139,Sample,2024-24F-1139,Lac Baker,"Lac Baker, Plage église",GP,8/13/2024,SARM,47.337982,-68.639723,1500,1.2 µm Glass Fiber,Not Detected / Non détecté,No Ct,No Ct,No Ct,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not Detected / Non détecté,No Ct,No Ct,No Ct,0,0,0
2024,24F-1134,Sample,2024-24F-1134,Lac Baker,"Lac Baker, Plage église",GP,8/13/2024,SARM,47.337982,-68.639723,1500,1.2 µm Glass Fiber,Not Detected / Non détecté,No Ct,No Ct,No Ct,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not Detected / Non détecté,No Ct,No Ct,No Ct,0,0,0
2024,24F-1085,Field blank,2024-24F-1085,N/A,N/A,N/A,8/19/2024,SARM,,,1500,1.2 µm Glass Fiber,Not Detected / Non détecté,No Ct,No Ct,No Ct,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not Detected / Non détecté,No Ct,No Ct,No Ct,0,0,0
2024,24F-1128,Sample,2024-24F-1128,Etang Deuxieme-Sault (Green River),2e Sault,FB,8/19/2024,SARM,47.467685,-68.235862,950,1.2 µm Glass Fiber,Not Detected / Non détecté,No Ct,No Ct,No Ct,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not Detected / Non détecté,No Ct,No Ct,No Ct,0,0,0
2024,24F-1204,Sample,2024-24F-1204,Etang Deuxieme-Sault (Green River),2e Sault,FB,8/19/2024,SARM,47.467685,-68.235862,1500,1.2 µm Glass Fiber,Not Detected / Non détecté,No Ct,No Ct,No Ct,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not Detected / Non détecté,No Ct,No Ct,No Ct,0,0,0
2024,24F-1137,Sample,2024-24F-1137,Etang Deuxieme-Sault (Green River),2e Sault,FB,8/19/2024,SARM,47.467685,-68.235862,1500,1.2 µm Glass Fiber,Not Detected / Non détecté,No Ct,No Ct,No Ct,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not Detected / Non détecté,No Ct,No Ct,No Ct,0,0,0
2024,24F-1007,Field blank,2024-24F-1007,N/A,N/A,N/A,8/21/2024,SARM,,,1500,1.2 µm Glass Fiber,Not Detected / Non détecté,No Ct,No Ct,No Ct,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not Detected / Non détecté,No Ct,No Ct,No Ct,0,0,0
2024,24F-1008,Sample,2024-24F-1008,Lac Baker,"Lac Baker, Débarcadaire",FF,8/21/2024,SARM,47.34864,-68.66813,1500,1.2 µm Glass Fiber,Not Detected / Non détecté,No Ct,No Ct,No Ct,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not Detected / Non détecté,No Ct,No Ct,No Ct,0,0,0
2024,24F-1009,Sample,2024-24F-1009,Lac Baker,"Lac Baker, Débarcadaire",FF,8/21/2024,SARM,47.34864,-68.66813,1500,1.2 µm Glass Fiber,Not Detected / Non détecté,No Ct,No Ct,No Ct,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not Detected / Non détecté,No Ct,No Ct,No Ct,0,0,0
2024,24F-1010,Sample,2024-24F-1010,Lac Baker,"Lac Baker, Débarcadaire",FF,8/21/2024,SARM,47.34864,-68.66813,1500,1.2 µm Glass Fiber,Not Detected / Non détecté,No Ct,No Ct,No Ct,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not Detected / Non détecté,No Ct,No Ct,No Ct,0,0,0
2024,24F-1011,Sample,2024-24F-1011,Lac Baker,"Lac Baker, Parc Frontière",GQ,8/21/2024,SARM,47.377994,-68.708255,1500,1.2 µm Glass Fiber,Not Detected / Non détecté,No Ct,No Ct,No Ct,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not Detected / Non détecté,No Ct,No Ct,No Ct,0,0,0
2024,24F-1012,Sample,2024-24F-1012,Lac Baker,"Lac Baker, Parc Frontière",GQ,8/21/2024,SARM,47.377994,-68.708255,1500,1.2 µm Glass Fiber,Not Detected / Non détecté,No Ct,No Ct,No Ct,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not Detected / Non détecté,No Ct,No Ct,No Ct,0,0,0
2024,24F-1013,Sample,2024-24F-1013,Lac Baker,"Lac Baker, Parc Frontière",GQ,8/21/2024,SARM,47.377994,-68.708255,1500,1.2 µm Glass Fiber,Not Detected / Non détecté,No Ct,No Ct,No Ct,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not Detected / Non détecté,No Ct,No Ct,No Ct,0,0,0
2024,24F-1014,Sample,2024-24F-1014,Lac Baker,Décharge Baker-Brook,GR,8/21/2024,SARM,47.365157,-68.683716,1500,1.2 µm Glass Fiber,Not Detected / Non détecté,No Ct,No Ct,No Ct,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not Detected / Non détecté,No Ct,No Ct,No Ct,0,0,0
2024,24F-1015,Sample,2024-24F-1015,Lac Baker,Décharge Baker-Brook,GR,8/21/2024,SARM,47.365157,-68.683716,1500,1.2 µm Glass Fiber,Not Detected / Non détecté,No Ct,No Ct,No Ct,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not Detected / Non détecté,No Ct,No Ct,No Ct,0,0,0
2024,24F-1016,Sample,2024-24F-1016,Lac Baker,Décharge Baker-Brook,GR,8/21/2024,SARM,47.365157,-68.683716,1500,1.2 µm Glass Fiber,Not Detected / Non détecté,No Ct,No Ct,No Ct,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not Detected / Non détecté,No Ct,No Ct,No Ct,0,0,0
2024,24F-1017,Sample,2024-24F-1017,Ruisseau Baker-Brook,Ruisseau Baker-Brook,GS,8/21/2024,SARM,47.375415,-68.668641,1500,1.2 µm Glass Fiber,Not Detected / Non détecté,No Ct,No Ct,No Ct,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not Detected / Non détecté,No Ct,No Ct,No Ct,0,0,0
2024,24F-1018,Sample,2024-24F-1018,Ruisseau Baker-Brook,Ruisseau Baker-Brook,GS,8/21/2024,SARM,47.375415,-68.668641,1500,1.2 µm Glass Fiber,Not Detected / Non détecté,No Ct,No Ct,No Ct,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not Detected / Non détecté,No Ct,No Ct,No Ct,0,0,0
2024,24F-1019,Sample,2024-24F-1019,Ruisseau Baker-Brook,Ruisseau Baker-Brook,GS,8/21/2024,SARM,47.375415,-68.668641,1500,1.2 µm Glass Fiber,Not Detected / Non détecté,No Ct,No Ct,No Ct,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not Detected / Non détecté,No Ct,No Ct,No Ct,0,0,0
2024,24F-1020,Sample,2024-24F-1020,Lac Baker,"Lac Baker, Rest-o-Lac",FG,8/21/2024,SARM,47.350524,-68.660085,1500,1.2 µm Glass Fiber,Not Detected / Non détecté,No Ct,No Ct,No Ct,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not Detected / Non détecté,No Ct,No Ct,No Ct,0,0,0
2024,24F-1021,Sample,2024-24F-1021,Lac Baker,"Lac Baker, Rest-o-Lac",FG,8/21/2024,SARM,47.350524,-68.660085,1500,1.2 µm Glass Fiber,Not Detected / Non détecté,No Ct,No Ct,No Ct,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not Detected / Non détecté,No Ct,No Ct,No Ct,0,0,0
2024,24F-1022,Sample,2024-24F-1022,Lac Baker,"Lac Baker, Rest-o-Lac",FG,8/21/2024,SARM,47.350524,-68.660085,1500,1.2 µm Glass Fiber,Not Detected / Non détecté,No Ct,No Ct,No Ct,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not Detected / Non détecté,No Ct,No Ct,No Ct,0,0,0
2024,24F-1023,Sample,2024-24F-1023,Lac Caron,"Lac Caron, Decharge du lac",FC,8/21/2024,SARM,47.329535,-68.608659,1500,1.2 µm Glass Fiber,Not Detected / Non détecté,No Ct,No Ct,No Ct,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not Detected / Non détecté,No Ct,No Ct,No Ct,0,0,0
2024,24F-1024,Sample,2024-24F-1024,Lac Caron,"Lac Caron, Decharge du lac",FC,8/21/2024,SARM,47.329535,-68.608659,1500,1.2 µm Glass Fiber,Not Detected / Non détecté,No Ct,No Ct,No Ct,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not Detected / Non détecté,No Ct,No Ct,No Ct,0,0,0
2024,24F-1025,Sample,2024-24F-1025,Lac Caron,"Lac Caron, Decharge du lac",FC,8/21/2024,SARM,47.329535,-68.608659,1500,1.2 µm Glass Fiber,Not Detected / Non détecté,No Ct,No Ct,No Ct,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not Detected / Non détecté,No Ct,No Ct,No Ct,0,0,0
2024,24F-1071,Sample,2024-24F-1071,Petit Lac Squatec,Embarcadere plage de squatec,GT,7/31/2024,OBVFSJ,47.88,-68.714392,1500,1.2 µm Glass Fiber,Not Detected / Non détecté,No Ct,No Ct,No Ct,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not Detected / Non détecté,No Ct,No Ct,No Ct,0,0,0
2024,24F-1080,Sample,2024-24F-1080,Petit Lac Squatec,Embarcadere plage de squatec,GT,7/31/2024,OBVFSJ,47.88,-68.714392,1500,1.2 µm Glass Fiber,Not Detected / Non détecté,No Ct,No Ct,No Ct,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not Detected / Non détecté,No Ct,No Ct,No Ct,0,0,0
2024,24F-1079,Sample,2024-24F-1079,Petit Lac Squatec,Embarcadere plage de squatec,GT,7/31/2024,OBVFSJ,47.88,-68.714392,1500,1.2 µm Glass Fiber,Not Detected / Non détecté,No Ct,No Ct,No Ct,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not Detected / Non détecté,No Ct,No Ct,No Ct,0,0,0
2024,24F-1077,Field blank,2024-24F-1077,N/A,N/A,N/A,7/31/2024,OBVFSJ,,,1500,1.2 µm Glass Fiber,Not Detected / Non détecté,No Ct,No Ct,No Ct,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not Detected / Non détecté,No Ct,No Ct,No Ct,0,0,0
2024,24F-1099,Sample,2024-24F-1099,Pohenegamook Lake,Quai plage de Pohenegamook 1,GU,8/1/2024,OBVFSJ,47.5252,-69.288115,1500,1.2 µm Glass Fiber,Not Detected / Non détecté,No Ct,No Ct,No Ct,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not Detected / Non détecté,No Ct,No Ct,No Ct,0,0,0
2024,24F-1166,Sample,2024-24F-1166,Pohenegamook Lake,Quai plage de Pohenegamook 1,GU,8/1/2024,OBVFSJ,47.5252,-69.288115,1500,1.2 µm Glass Fiber,Not Detected / Non détecté,No Ct,No Ct,No Ct,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not Detected / Non détecté,No Ct,No Ct,No Ct,0,0,0
2024,24F-1096,Sample,2024-24F-1096,Pohenegamook Lake,Quai plage de Pohenegamook 1,GU,8/1/2024,OBVFSJ,47.5252,-69.288115,1500,1.2 µm Glass Fiber,Not Detected / Non détecté,No Ct,No Ct,No Ct,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not Detected / Non détecté,No Ct,No Ct,No Ct,0,0,0
2024,24F-1089,Sample,2024-24F-1089,Pohenegamook Lake,Quai plage de Pohenegamook 2,GV,8/1/2024,OBVFSJ,47.458866,-69.240156,1550,1.2 µm Glass Fiber,Not Detected / Non détecté,No Ct,No Ct,No Ct,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not Detected / Non détecté,No Ct,No Ct,No Ct,0,0,0
2024,24F-1167,Sample,2024-24F-1167,Pohenegamook Lake,Quai plage de Pohenegamook 2,GV,8/1/2024,OBVFSJ,47.458866,-69.240156,1500,1.2 µm Glass Fiber,Not Detected / Non détecté,No Ct,No Ct,No Ct,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not Detected / Non détecté,No Ct,No Ct,No Ct,0,0,0
2024,24F-1164,Sample,2024-24F-1164,Pohenegamook Lake,Quai plage de Pohenegamook 2,GV,8/1/2024,OBVFSJ,47.458866,-69.240156,1500,1.2 µm Glass Fiber,Not Detected / Non détecté,No Ct,No Ct,No Ct,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not Detected / Non détecté,No Ct,No Ct,No Ct,0,0,0
2024,24F-1105,Sample,2024-24F-1105,Lac de l'Est,Lac de l'Est,GW,7/30/2024,OBVFSJ,47.2313,-69.5855,1500,1.2 µm Glass Fiber,Not Detected / Non détecté,No Ct,No Ct,No Ct,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not Detected / Non détecté,No Ct,No Ct,No Ct,0,0,0
2024,24F-1111,Sample,2024-24F-1111,Lac de l'Est,Lac de l'Est,GW,7/30/2024,OBVFSJ,47.2313,-69.5855,1500,1.2 µm Glass Fiber,Not Detected / Non détecté,No Ct,No Ct,No Ct,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not Detected / Non détecté,No Ct,No Ct,No Ct,0,0,0
2024,24F-1103,Sample,2024-24F-1103,Lac de l'Est,Lac de l'Est,GW,7/30/2024,OBVFSJ,47.2313,-69.5855,1500,1.2 µm Glass Fiber,Not Detected / Non détecté,No Ct,No Ct,No Ct,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not Detected / Non détecté,No Ct,No Ct,No Ct,0,0,0
2024,24F-1112,Field blank,2024-24F-1112,N/A,N/A,N/A,7/30/2024,OBVFSJ,,,1500,1.2 µm Glass Fiber,Not Detected / Non détecté,No Ct,No Ct,No Ct,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not Detected / Non détecté,No Ct,No Ct,No Ct,0,0,0
2024,24F-1126,Sample,2024-24F-1126,Lac Asselin,Lac Asselin,GX,8/4/2024,OBVFSJ,47.842146,-68.452129,1500,1.2 µm Glass Fiber,Not Detected / Non détecté,No Ct,No Ct,No Ct,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not Detected / Non détecté,No Ct,No Ct,No Ct,0,0,0
2024,24F-1135,Sample,2024-24F-1135,Lac Asselin,Lac Asselin,GX,8/4/2024,OBVFSJ,47.842146,-68.452129,1550,1.2 µm Glass Fiber,Not Detected / Non détecté,No Ct,No Ct,No Ct,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not Detected / Non détecté,No Ct,No Ct,No Ct,0,0,0
2024,24F-1125,Sample,2024-24F-1125,Lac Asselin,Lac Asselin,GX,8/4/2024,OBVFSJ,47.842146,-68.452129,1550,1.2 µm Glass Fiber,Not Detected / Non détecté,No Ct,No Ct,No Ct,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not Detected / Non détecté,No Ct,No Ct,No Ct,0,0,0
2024,24F-1132,Sample,2024-24F-1132,Lac Ango,Lac Ango,GY,8/4/2024,OBVFSJ,47.791826,-68.389652,1500,1.2 µm Glass Fiber,Not Detected / Non détecté,No Ct,No Ct,No Ct,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not Detected / Non détecté,No Ct,No Ct,No Ct,0,0,0
2024,24F-1131,Sample,2024-24F-1131,Lac Ango,Lac Ango,GY,8/4/2024,OBVFSJ,47.791826,-68.389652,1500,1.2 µm Glass Fiber,Not Detected / Non détecté,No Ct,No Ct,No Ct,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not Detected / Non détecté,No Ct,No Ct,No Ct,0,0,0
2024,24F-1158,Sample,2024-24F-1158,Lac Ango,Lac Ango,GY,8/4/2024,OBVFSJ,47.791826,-68.389652,1500,1.2 µm Glass Fiber,Not Detected / Non détecté,No Ct,No Ct,No Ct,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not Detected / Non détecté,No Ct,No Ct,No Ct,0,0,0
2024,24F-1122,Field blank,2024-24F-1122,N/A,N/A,N/A,8/4/2024,OBVFSJ,,,1500,1.2 µm Glass Fiber,Not Detected / Non détecté,No Ct,No Ct,No Ct,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not Detected / Non détecté,No Ct,No Ct,No Ct,0,0,0
2024,24F-1076,Sample,2024-24F-1076,Lac Biencourt,Camping Lac Biencourt,GF,7/31/2024,OBVFSJ,47.978664,-68.536747,1550,1.2 µm Glass Fiber,Not Detected / Non détecté,No Ct,No Ct,No Ct,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not Detected / Non détecté,No Ct,No Ct,No Ct,0,0,0
2024,24F-1082,Sample,2024-24F-1082,Lac Biencourt,Camping Lac Biencourt,GF,7/31/2024,OBVFSJ,47.978664,-68.536747,1500,1.2 µm Glass Fiber,Not Detected / Non détecté,No Ct,No Ct,No Ct,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not Detected / Non détecté,No Ct,No Ct,No Ct,0,0,0
2024,24F-1078,Sample,2024-24F-1078,Lac Biencourt,Camping Lac Biencourt,GF,7/31/2024,OBVFSJ,47.978664,-68.536747,1500,1.2 µm Glass Fiber,Not Detected / Non détecté,No Ct,No Ct,No Ct,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Not Detected / Non détecté,No Ct,No Ct,No Ct,0,0,0
